Preditcted_Index,Preditcted_Failure,Preditcted_Affected_Component_Uid,"	Preditcted_Affected_Component","	Preditcted_Utility_Drop","	Preditcted_Rule",Preditcted_Utility_Increase,CycleID,CycleSize,Preditcted_Index2,Preditcted_Failure3,Preditcted_Affected_Component_Uid4,"	Preditcted_Affected_Component5","	Preditcted_Utility_Drop6","	Preditcted_Rule7",Preditcted_Utility_Increase8,CycleID9,CycleSize10
5,CF3,_SFKafecdEeet0YmmfbMwkw,Last Second Sales Item Filter,245.6568447,HwRedeployComponent,245.6568447,44.2,25,5,CF3,_SFLnWecdEeet0YmmfbMwkw,Query Service,259.4840389,HwRedeployComponent,259.4840389,44.2,25
6,CF3,_SFLnWecdEeet0YmmfbMwkw,Query Service,259.4840389,HwRedeployComponent,259.4840389,44.2,25,6,CF1,_SFKacecdEeet0YmmfbMwkw,Reputation Service,247.7539769,RestartComponent,247.7539769,44.2,25
7,CF1,_SFKacecdEeet0YmmfbMwkw,Reputation Service,247.7539769,RestartComponent,247.7539769,44.2,25,7,CF3,_SFKafecdEeet0YmmfbMwkw,Last Second Sales Item Filter,245.6568447,HwRedeployComponent,245.6568447,44.2,25
8,CF3,_SFLBNOcdEeet0YmmfbMwkw,Buy Now Item Filter,210.8195238,HwRedeployComponent,210.8195238,44.2,25,8,CF3,_SFLBNOcdEeet0YmmfbMwkw,Buy Now Item Filter,210.8195238,HwRedeployComponent,210.8195238,44.2,25
9,CF3,_SFKal-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,196.2702891,HwRedeployComponent,196.2702891,44.2,25,9,CF3,_SFKal-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,196.2702891,HwRedeployComponent,196.2702891,44.2,25
10,CF3,_SFKajecdEeet0YmmfbMwkw,Availability Item Filter,194.7757356,HwRedeployComponent,194.7757356,44.2,25,10,CF3,_SFKajecdEeet0YmmfbMwkw,Availability Item Filter,194.7757356,HwRedeployComponent,194.7757356,44.2,25
11,CF2,_SFLBPucdEeet0YmmfbMwkw,Region Item Filter,153.9849493,RestartComponent,153.9849493,44.2,25,11,CF2,_SFLBPucdEeet0YmmfbMwkw,Region Item Filter,153.9849493,RestartComponent,153.9849493,44.2,25
12,CF3,_SFLBvecdEeet0YmmfbMwkw,Reputation Service,145.7878932,HwRedeployComponent,145.7878932,44.2,25,12,CF3,_SFLBvecdEeet0YmmfbMwkw,Reputation Service,145.7878932,HwRedeployComponent,145.7878932,44.2,25
13,CF1,_SFLBp-cdEeet0YmmfbMwkw,Item Management Service,145.6659648,RestartComponent,145.6659648,44.2,25,13,CF1,_SFLBp-cdEeet0YmmfbMwkw,Item Management Service,145.6659648,RestartComponent,145.6659648,44.2,25
14,CF3,_SFLB1OcdEeet0YmmfbMwkw,Buy Now Item Filter,113.3448458,HwRedeployComponent,113.3448458,44.2,25,14,CF2,_SFKao-cdEeet0YmmfbMwkw,Category Item Filter,116.3331685,RestartComponent,116.3331685,44.2,25
15,CF2,_SFKao-cdEeet0YmmfbMwkw,Category Item Filter,116.3331685,RestartComponent,116.3331685,44.2,25,15,CF3,_SFLB1OcdEeet0YmmfbMwkw,Buy Now Item Filter,113.3448458,HwRedeployComponent,113.3448458,44.2,25
16,CF2,_SFLB3ucdEeet0YmmfbMwkw,Region Item Filter,81.74035267,RestartComponent,81.74035267,44.2,25,16,CF2,_SFLB3ucdEeet0YmmfbMwkw,Region Item Filter,81.74035267,RestartComponent,81.74035267,44.2,25
17,CF3,_SFLnRecdEeet0YmmfbMwkw,Bid and Buy Service,76.82548068,HwRedeployComponent,76.82548068,44.2,25,17,CF3,_SFLnRecdEeet0YmmfbMwkw,Bid and Buy Service,76.82548068,HwRedeployComponent,76.82548068,44.2,25
18,CF1,_SFLnO-cdEeet0YmmfbMwkw,Item Management Service,46.01836673,RestartComponent,46.01836673,44.2,25,18,CF1,_SFLAcecdEeet0YmmfbMwkw,Bid and Buy Service,46.39046976,RestartComponent,46.39046976,44.2,25
19,CF3,_SFLnUecdEeet0YmmfbMwkw,Reputation Service,45.78352352,HwRedeployComponent,45.78352352,44.2,25,19,CF1,_SFLnO-cdEeet0YmmfbMwkw,Item Management Service,46.01836673,RestartComponent,46.01836673,44.2,25
20,CF1,_SFLAcecdEeet0YmmfbMwkw,Bid and Buy Service,46.39046976,RestartComponent,46.39046976,44.2,25,20,CF3,_SFLnUecdEeet0YmmfbMwkw,Reputation Service,45.78352352,HwRedeployComponent,45.78352352,44.2,25
21,CF3,_SFLAg-cdEeet0YmmfbMwkw,Persistence Service,38.70423167,HwRedeployComponent,38.70423167,44.2,25,21,CF3,_SFLAg-cdEeet0YmmfbMwkw,Persistence Service,38.70423167,HwRedeployComponent,38.70423167,44.2,25
22,CF3,_SFLAmecdEeet0YmmfbMwkw,Availability Item Filter,20.30880114,HwRedeployComponent,20.30880114,44.2,25,22,CF3,_SFLAmecdEeet0YmmfbMwkw,Availability Item Filter,20.30880114,HwRedeployComponent,20.30880114,44.2,25
23,CF2,_SFLnY-cdEeet0YmmfbMwkw,Past Sales Item Filter,19.81802208,RestartComponent,19.81802208,44.2,25,23,CF2,_SFLnY-cdEeet0YmmfbMwkw,Past Sales Item Filter,19.81802208,RestartComponent,19.81802208,44.2,25
24,CF2,_SFLAo-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,17.78388629,RestartComponent,17.78388629,44.2,25,24,CF2,_SFLAo-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,17.78388629,RestartComponent,17.78388629,44.2,25
25,CF3,_SFLAj-cdEeet0YmmfbMwkw,Past Sales Item Filter,7.650845181,HwRedeployComponent,7.650845181,44.2,25,25,CF3,_SFLAj-cdEeet0YmmfbMwkw,Past Sales Item Filter,7.650845181,HwRedeployComponent,7.650845181,44.2,25
1,CF3,_SEu7lecdEeet0YmmfbMwkw,Inventory Service,394.3030613,HwRedeployComponent,394.3030613,45.2,18,1,CF3,_SEu7lecdEeet0YmmfbMwkw,Inventory Service,394.3030613,HwRedeployComponent,394.3030613,45.2,18
2,CF2,_SFGvbecdEeet0YmmfbMwkw,Inventory Service,391.1902818,RestartComponent,391.1902818,45.2,18,2,CF2,_SFGvbecdEeet0YmmfbMwkw,Inventory Service,391.1902818,RestartComponent,391.1902818,45.2,18
3,CF3,_SE7Iq-cdEeet0YmmfbMwkw,Inventory Service,337.1670248,HwRedeployComponent,337.1670248,45.2,18,3,CF3,_SE7Iq-cdEeet0YmmfbMwkw,Inventory Service,337.1670248,HwRedeployComponent,337.1670248,45.2,18
4,CF1,_SE57Q-cdEeet0YmmfbMwkw,Persistence Service,283.9350654,RestartComponent,283.9350654,45.2,18,4,CF1,_SE57Q-cdEeet0YmmfbMwkw,Persistence Service,283.9350654,RestartComponent,283.9350654,45.2,18
5,CF1,_SE2QYOcdEeet0YmmfbMwkw,Authentication Service,227.1611772,ReplaceComponent,241.1611772,45.2,18,5,CF1,_SE2QYOcdEeet0YmmfbMwkw,Authentication Service,227.1611772,ReplaceComponent,241.1611772,45.2,18
6,CF1,_SE1B6-cdEeet0YmmfbMwkw,Item Management Service,208.7798043,RestartComponent,208.7798043,45.2,18,6,CF1,_SFE6jOcdEeet0YmmfbMwkw,Persistence Service,209.8665712,RestartComponent,209.8665712,45.2,18
7,CF1,_SFE6jOcdEeet0YmmfbMwkw,Persistence Service,209.8665712,RestartComponent,209.8665712,45.2,18,7,CF1,_SE1B6-cdEeet0YmmfbMwkw,Item Management Service,208.7798043,RestartComponent,208.7798043,45.2,18
8,CF3,_SFACROcdEeet0YmmfbMwkw,Comment Item Filter,184.5684247,HwRedeployComponent,184.5684247,45.2,18,8,CF3,_SFACROcdEeet0YmmfbMwkw,Comment Item Filter,184.5684247,HwRedeployComponent,184.5684247,45.2,18
9,CF2,_SE3ehOcdEeet0YmmfbMwkw,Persistence Service,132.2684234,RestartComponent,132.2684234,45.2,18,9,CF2,_SE3ehOcdEeet0YmmfbMwkw,Persistence Service,132.2684234,RestartComponent,132.2684234,45.2,18
10,CF1,_SE23jOcdEeet0YmmfbMwkw,Bid and Buy Service,105.5742046,RestartComponent,105.5742046,45.2,18,10,CF1,_SE23jOcdEeet0YmmfbMwkw,Bid and Buy Service,105.5742046,RestartComponent,105.5742046,45.2,18
11,CF3,_SE-MjecdEeet0YmmfbMwkw,Inventory Service,97.48318073,HwRedeployComponent,97.48318073,45.2,18,11,CF3,_SE-MjecdEeet0YmmfbMwkw,Inventory Service,97.48318073,HwRedeployComponent,97.48318073,45.2,18
12,CF2,_SE-zUecdEeet0YmmfbMwkw,Region Item Filter,81.31263268,RestartComponent,81.31263268,45.2,18,12,CF2,_SE56vucdEeet0YmmfbMwkw,Region Item Filter,82.84340884,RestartComponent,82.84340884,45.2,18
13,CF2,_SE56vucdEeet0YmmfbMwkw,Region Item Filter,82.84340884,RestartComponent,82.84340884,45.2,18,13,CF2,_SE-zUecdEeet0YmmfbMwkw,Region Item Filter,81.31263268,RestartComponent,81.31263268,45.2,18
14,CF3,_SExYNOcdEeet0YmmfbMwkw,Bid and Buy Service,75.32432656,HwRedeployComponent,75.32432656,45.2,18,14,CF1,_SEz0SucdEeet0YmmfbMwkw,Bid and Buy Service,75.48800656,RestartComponent,75.48800656,45.2,18
15,CF1,_SEz0SucdEeet0YmmfbMwkw,Bid and Buy Service,75.48800656,RestartComponent,75.48800656,45.2,18,15,CF3,_SExYNOcdEeet0YmmfbMwkw,Bid and Buy Service,75.32432656,HwRedeployComponent,75.32432656,45.2,18
16,CF1,_SFETNucdEeet0YmmfbMwkw,Region Item Filter,58.88712294,RestartComponent,58.88712294,45.2,18,16,CF1,_SE5TmucdEeet0YmmfbMwkw,Item Management Service,67.38046741,RestartComponent,67.38046741,45.2,18
17,CF1,_SE5TmucdEeet0YmmfbMwkw,Item Management Service,67.38046741,RestartComponent,67.38046741,45.2,18,17,CF3,_SFLB7-cdEeet0YmmfbMwkw,Category Item Filter,65.36485639,HwRedeployComponent,65.36485639,45.2,18
18,CF3,_SFLB7-cdEeet0YmmfbMwkw,Category Item Filter,65.36485639,HwRedeployComponent,65.36485639,45.2,18,18,CF1,_SFETNucdEeet0YmmfbMwkw,Region Item Filter,58.88712294,RestartComponent,58.88712294,45.2,18
1,CF3,_SFS9COcdEeet0YmmfbMwkw,Bid and Buy Service,227.4573835,HwRedeployComponent,227.4573835,46.2,15,1,CF3,_SFS9COcdEeet0YmmfbMwkw,Bid and Buy Service,227.4573835,HwRedeployComponent,227.4573835,46.2,15
2,CF1,_SFS8_ucdEeet0YmmfbMwkw,Item Management Service,145.7583695,RestartComponent,145.7583695,46.2,15,2,CF1,_SFS8_ucdEeet0YmmfbMwkw,Item Management Service,145.7583695,RestartComponent,145.7583695,46.2,15
3,CF3,_SFS8aOcdEeet0YmmfbMwkw,Bid and Buy Service,138.5881535,HwRedeployComponent,138.5881535,46.2,15,3,CF3,_SFS8aOcdEeet0YmmfbMwkw,Bid and Buy Service,138.5881535,HwRedeployComponent,138.5881535,46.2,15
4,CF2,_SFS9TOcdEeet0YmmfbMwkw,Recommendation Item Filter,133.0499408,RestartComponent,133.0499408,46.2,15,4,CF2,_SFS9TOcdEeet0YmmfbMwkw,Recommendation Item Filter,133.0499408,RestartComponent,133.0499408,46.2,15
5,CF3,_SFS9qOcdEeet0YmmfbMwkw,Bid and Buy Service,105.3729132,HwRedeployComponent,105.3729132,46.2,15,5,CF3,_SFS9qOcdEeet0YmmfbMwkw,Bid and Buy Service,105.3729132,HwRedeployComponent,105.3729132,46.2,15
6,CF1,_SFS8XucdEeet0YmmfbMwkw,Item Management Service,88.87765834,RestartComponent,88.87765834,46.2,15,6,CF1,_SFS8XucdEeet0YmmfbMwkw,Item Management Service,88.87765834,RestartComponent,88.87765834,46.2,15
7,CF2,_SFS9NecdEeet0YmmfbMwkw,Region Item Filter,82.5515834,RestartComponent,82.5515834,46.2,15,7,CF2,_SFS9NecdEeet0YmmfbMwkw,Region Item Filter,82.5515834,RestartComponent,82.5515834,46.2,15
8,CF2,_SFS8rOcdEeet0YmmfbMwkw,Recommendation Item Filter,76.82940934,RestartComponent,76.82940934,46.2,15,8,CF2,_SFS8rOcdEeet0YmmfbMwkw,Recommendation Item Filter,76.82940934,RestartComponent,76.82940934,46.2,15
9,CF1,_SFS9JucdEeet0YmmfbMwkw,Past Sales Item Filter,68.63668154,RestartComponent,68.63668154,46.2,15,9,CF1,_SFS9JucdEeet0YmmfbMwkw,Past Sales Item Filter,68.63668154,RestartComponent,68.63668154,46.2,15
10,CF1,_SFS9nucdEeet0YmmfbMwkw,Item Management Service,66.61026654,RestartComponent,66.61026654,46.2,15,10,CF1,_SFS9nucdEeet0YmmfbMwkw,Item Management Service,66.61026654,RestartComponent,66.61026654,46.2,15
11,CF2,_SFS97OcdEeet0YmmfbMwkw,Recommendation Item Filter,60.64553324,RestartComponent,60.64553324,46.2,15,11,CF2,_SFS97OcdEeet0YmmfbMwkw,Recommendation Item Filter,60.64553324,RestartComponent,60.64553324,46.2,15
12,CF2,_SFS8lecdEeet0YmmfbMwkw,Region Item Filter,46.03400279,RestartComponent,46.03400279,46.2,15,12,CF2,_SFS8lecdEeet0YmmfbMwkw,Region Item Filter,46.03400279,RestartComponent,46.03400279,46.2,15
13,CF1,_SFS8hucdEeet0YmmfbMwkw,Past Sales Item Filter,35.1043086,RestartComponent,35.1043086,46.2,15,13,CF1,_SFS8hucdEeet0YmmfbMwkw,Past Sales Item Filter,35.1043086,RestartComponent,35.1043086,46.2,15
14,CF2,_SFS91ecdEeet0YmmfbMwkw,Region Item Filter,34.26988819,RestartComponent,34.26988819,46.2,15,14,CF2,_SFS91ecdEeet0YmmfbMwkw,Region Item Filter,34.26988819,RestartComponent,34.26988819,46.2,15
15,CF1,_SFS9xucdEeet0YmmfbMwkw,Past Sales Item Filter,28.33178703,RestartComponent,28.33178703,46.2,15,15,CF1,_SFS9xucdEeet0YmmfbMwkw,Past Sales Item Filter,28.33178703,RestartComponent,28.33178703,46.2,15
1,CF3,_SFNdmOcdEeet0YmmfbMwkw,Inventory Service,121.8998461,HwRedeployComponent,121.8998461,47.2,12,1,CF3,_SFNdmOcdEeet0YmmfbMwkw,Inventory Service,121.8998461,HwRedeployComponent,121.8998461,47.2,12
2,CF3,_SFNeOOcdEeet0YmmfbMwkw,Inventory Service,121.5887446,HwRedeployComponent,121.5887446,47.2,12,2,CF3,_SFNeOOcdEeet0YmmfbMwkw,Inventory Service,121.5887446,HwRedeployComponent,121.5887446,47.2,12
3,CF1,_SFNdqOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,86.45850928,RestartComponent,86.45850928,47.2,12,3,CF1,_SFODducdEeet0YmmfbMwkw,Last Second Sales Item Filter,89.82413363,RestartComponent,89.82413363,47.2,12
4,CF1,_SFODducdEeet0YmmfbMwkw,Last Second Sales Item Filter,89.82413363,RestartComponent,89.82413363,47.2,12,4,CF1,_SFNdhucdEeet0YmmfbMwkw,Item Management Service,86.66416974,RestartComponent,86.66416974,47.2,12
5,CF1,_SFNdhucdEeet0YmmfbMwkw,Item Management Service,86.66416974,RestartComponent,86.66416974,47.2,12,5,CF1,_SFNdqOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,86.45850928,RestartComponent,86.45850928,47.2,12
6,CF1,_SFNeJucdEeet0YmmfbMwkw,Item Management Service,85.12184157,RestartComponent,85.12184157,47.2,12,6,CF1,_SFNeJucdEeet0YmmfbMwkw,Item Management Service,85.12184157,RestartComponent,85.12184157,47.2,12
7,CF2,_SFODkOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,69.92854063,RestartComponent,69.92854063,47.2,12,7,CF2,_SFODkOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,69.92854063,RestartComponent,69.92854063,47.2,12
8,CF1,_SFODgecdEeet0YmmfbMwkw,Buy Now Item Filter,68.07971099,RestartComponent,68.07971099,47.2,12,8,CF1,_SFODgecdEeet0YmmfbMwkw,Buy Now Item Filter,68.07971099,RestartComponent,68.07971099,47.2,12
9,CF1,_SFNds-cdEeet0YmmfbMwkw,Buy Now Item Filter,65.90812193,RestartComponent,65.90812193,47.2,12,9,CF1,_SFNds-cdEeet0YmmfbMwkw,Buy Now Item Filter,65.90812193,RestartComponent,65.90812193,47.2,12
10,CF2,_SFNdwucdEeet0YmmfbMwkw,Seller Reputation Item Filter,65.6608869,RestartComponent,65.6608869,47.2,12,10,CF2,_SFNdwucdEeet0YmmfbMwkw,Seller Reputation Item Filter,65.6608869,RestartComponent,65.6608869,47.2,12
11,CF2,_SFNd2ecdEeet0YmmfbMwkw,Future Sales Item Filter,59.24012581,RestartComponent,59.24012581,47.2,12,11,CF2,_SFODp-cdEeet0YmmfbMwkw,Future Sales Item Filter,59.64910741,RestartComponent,59.64910741,47.2,12
12,CF2,_SFODp-cdEeet0YmmfbMwkw,Future Sales Item Filter,59.64910741,RestartComponent,59.64910741,47.2,12,12,CF2,_SFNd2ecdEeet0YmmfbMwkw,Future Sales Item Filter,59.24012581,RestartComponent,59.24012581,47.2,12
1,CF1,_SFOEpucdEeet0YmmfbMwkw,Inventory Service,339.92739,RestartComponent,339.92739,48.2,18,1,CF1,_SFOEpucdEeet0YmmfbMwkw,Inventory Service,339.92739,RestartComponent,339.92739,48.2,18
2,CF1,_SFOEtucdEeet0YmmfbMwkw,Last Second Sales Item Filter,249.3231094,RestartComponent,249.3231094,48.2,18,2,CF1,_SFOEtucdEeet0YmmfbMwkw,Last Second Sales Item Filter,249.3231094,RestartComponent,249.3231094,48.2,18
3,CF1,_SFOElOcdEeet0YmmfbMwkw,Item Management Service,246.3204921,RestartComponent,246.3204921,48.2,18,3,CF1,_SFOElOcdEeet0YmmfbMwkw,Item Management Service,246.3204921,RestartComponent,246.3204921,48.2,18
4,CF1,_SFOEwecdEeet0YmmfbMwkw,Buy Now Item Filter,194.8608943,RestartComponent,194.8608943,48.2,18,4,CF1,_SFOEwecdEeet0YmmfbMwkw,Buy Now Item Filter,194.8608943,RestartComponent,194.8608943,48.2,18
5,CF2,_SFOE0OcdEeet0YmmfbMwkw,Seller Reputation Item Filter,194.794182,RestartComponent,194.794182,48.2,18,5,CF2,_SFOE0OcdEeet0YmmfbMwkw,Seller Reputation Item Filter,194.794182,RestartComponent,194.794182,48.2,18
6,CF2,_SFOE5-cdEeet0YmmfbMwkw,Future Sales Item Filter,170.325683,RestartComponent,170.325683,48.2,18,6,CF1,_SFOEBucdEeet0YmmfbMwkw,Inventory Service,177.0156557,RestartComponent,177.0156557,48.2,18
7,CF1,_SFOEBucdEeet0YmmfbMwkw,Inventory Service,177.0156557,RestartComponent,177.0156557,48.2,18,7,CF2,_SFOE5-cdEeet0YmmfbMwkw,Future Sales Item Filter,170.325683,RestartComponent,170.325683,48.2,18
8,CF1,_SFOEFucdEeet0YmmfbMwkw,Last Second Sales Item Filter,129.6811553,RestartComponent,129.6811553,48.2,18,8,CF1,_SFOEFucdEeet0YmmfbMwkw,Last Second Sales Item Filter,129.6811553,RestartComponent,129.6811553,48.2,18
9,CF1,_SFOD9OcdEeet0YmmfbMwkw,Item Management Service,126.8538643,RestartComponent,126.8538643,48.2,18,9,CF1,_SFOD9OcdEeet0YmmfbMwkw,Item Management Service,126.8538643,RestartComponent,126.8538643,48.2,18
10,CF2,_SFOEMOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,100.7298818,RestartComponent,100.7298818,48.2,18,10,CF2,_SFOEMOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,100.7298818,RestartComponent,100.7298818,48.2,18
11,CF1,_SFOEIecdEeet0YmmfbMwkw,Buy Now Item Filter,98.24425886,RestartComponent,98.24425886,48.2,18,11,CF1,_SFOEIecdEeet0YmmfbMwkw,Buy Now Item Filter,98.24425886,RestartComponent,98.24425886,48.2,18
12,CF2,_SFOER-cdEeet0YmmfbMwkw,Future Sales Item Filter,83.92804238,RestartComponent,83.92804238,48.2,18,12,CF2,_SFOER-cdEeet0YmmfbMwkw,Future Sales Item Filter,83.92804238,RestartComponent,83.92804238,48.2,18
13,CF1,_SFOFRucdEeet0YmmfbMwkw,Inventory Service,69.16528576,RestartComponent,69.16528576,48.2,18,13,CF1,_SFOFRucdEeet0YmmfbMwkw,Inventory Service,69.16528576,RestartComponent,69.16528576,48.2,18
14,CF1,_SFOFNOcdEeet0YmmfbMwkw,Item Management Service,48.46882835,RestartComponent,48.46882835,48.2,18,14,CF1,_SFOFNOcdEeet0YmmfbMwkw,Item Management Service,48.46882835,RestartComponent,48.46882835,48.2,18
15,CF1,_SFOFVucdEeet0YmmfbMwkw,Last Second Sales Item Filter,45.78335744,RestartComponent,45.78335744,48.2,18,15,CF1,_SFOFVucdEeet0YmmfbMwkw,Last Second Sales Item Filter,45.78335744,RestartComponent,45.78335744,48.2,18
16,CF1,_SFOFYecdEeet0YmmfbMwkw,Buy Now Item Filter,36.55215791,RestartComponent,36.55215791,48.2,18,16,CF1,_SFOFYecdEeet0YmmfbMwkw,Buy Now Item Filter,36.55215791,RestartComponent,36.55215791,48.2,18
17,CF2,_SFOFcOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,33.79424131,RestartComponent,33.79424131,48.2,18,17,CF2,_SFOFcOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,33.79424131,RestartComponent,33.79424131,48.2,18
18,CF2,_SFOFh-cdEeet0YmmfbMwkw,Future Sales Item Filter,27.90052208,RestartComponent,27.90052208,48.2,18,18,CF2,_SFOFh-cdEeet0YmmfbMwkw,Future Sales Item Filter,27.90052208,RestartComponent,27.90052208,48.2,18
1,CF1,_SFOrc-cdEeet0YmmfbMwkw,Bid and Buy Service,375.1597568,RestartComponent,375.1597568,49.2,14,1,CF1,_SFOrc-cdEeet0YmmfbMwkw,Bid and Buy Service,375.1597568,RestartComponent,375.1597568,49.2,14
2,CF1,_SFSWQecdEeet0YmmfbMwkw,Reputation Service,266.1407752,RestartComponent,266.1407752,49.2,14,2,CF3,_SFSWK-cdEeet0YmmfbMwkw,Item Management Service,268.88645,HwRedeployComponent,268.88645,49.2,14
3,CF3,_SFSWK-cdEeet0YmmfbMwkw,Item Management Service,268.88645,HwRedeployComponent,268.88645,49.2,14,3,CF1,_SFSWQecdEeet0YmmfbMwkw,Reputation Service,266.1407752,RestartComponent,266.1407752,49.2,14
4,CF1,_SFOraecdEeet0YmmfbMwkw,Item Management Service,249.5344168,RestartComponent,249.5344168,49.2,14,4,CF1,_SFOraecdEeet0YmmfbMwkw,Item Management Service,249.5344168,RestartComponent,249.5344168,49.2,14
5,CF1,_SFSVlecdEeet0YmmfbMwkw,Bid and Buy Service,136.6701964,RestartComponent,136.6701964,49.2,14,5,CF2,_SFOroOcdEeet0YmmfbMwkw,Region Item Filter,144.0559159,RestartComponent,144.0559159,49.2,14
6,CF2,_SFOroOcdEeet0YmmfbMwkw,Region Item Filter,144.0559159,RestartComponent,144.0559159,49.2,14,6,CF1,_SFSVlecdEeet0YmmfbMwkw,Bid and Buy Service,136.6701964,RestartComponent,136.6701964,49.2,14
7,CF1,_SFSVi-cdEeet0YmmfbMwkw,Item Management Service,86.21181956,RestartComponent,86.21181956,49.2,14,7,CF1,_SFSVi-cdEeet0YmmfbMwkw,Item Management Service,86.21181956,RestartComponent,86.21181956,49.2,14
8,CF1,_SFOsE-cdEeet0YmmfbMwkw,Bid and Buy Service,76.64703988,RestartComponent,76.64703988,49.2,14,8,CF1,_SFOsE-cdEeet0YmmfbMwkw,Bid and Buy Service,76.64703988,RestartComponent,76.64703988,49.2,14
9,CF2,_SFSVwucdEeet0YmmfbMwkw,Region Item Filter,48.49739351,RestartComponent,48.49739351,49.2,14,9,CF2,_SFSVwucdEeet0YmmfbMwkw,Region Item Filter,48.49739351,RestartComponent,48.49739351,49.2,14
10,CF1,_SFOsCecdEeet0YmmfbMwkw,Item Management Service,45.294032,RestartComponent,45.294032,49.2,14,10,CF1,_SFSU9ecdEeet0YmmfbMwkw,Bid and Buy Service,46.68653051,RestartComponent,46.68653051,49.2,14
11,CF1,_SFSU9ecdEeet0YmmfbMwkw,Bid and Buy Service,46.68653051,RestartComponent,46.68653051,49.2,14,11,CF1,_SFOsCecdEeet0YmmfbMwkw,Item Management Service,45.294032,RestartComponent,45.294032,49.2,14
12,CF1,_SFSU6-cdEeet0YmmfbMwkw,Item Management Service,27.30040508,RestartComponent,27.30040508,49.2,14,12,CF1,_SFSU6-cdEeet0YmmfbMwkw,Item Management Service,27.30040508,RestartComponent,27.30040508,49.2,14
13,CF2,_SFOsQOcdEeet0YmmfbMwkw,Region Item Filter,23.55978886,RestartComponent,23.55978886,49.2,14,13,CF2,_SFOsQOcdEeet0YmmfbMwkw,Region Item Filter,23.55978886,RestartComponent,23.55978886,49.2,14
14,CF2,_SFSVIucdEeet0YmmfbMwkw,Region Item Filter,9.899370315,RestartComponent,9.899370315,49.2,14,14,CF2,_SFSVIucdEeet0YmmfbMwkw,Region Item Filter,9.899370315,RestartComponent,9.899370315,49.2,14
1,CF3,_SFSW4ecdEeet0YmmfbMwkw,Reputation Service,29.05611145,HwRedeployComponent,29.05611145,50.2,4,1,CF3,_SFSW4ecdEeet0YmmfbMwkw,Reputation Service,29.05611145,HwRedeployComponent,29.05611145,50.2,4
2,CF1,_SFSWy-cdEeet0YmmfbMwkw,Item Management Service,26.36020964,RestartComponent,26.36020964,50.2,4,2,CF2,_SFSW7ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,27.99702718,RestartComponent,27.99702718,50.2,4
3,CF2,_SFSW7ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,27.99702718,RestartComponent,27.99702718,50.2,4,3,CF1,_SFSWy-cdEeet0YmmfbMwkw,Item Management Service,26.36020964,RestartComponent,26.36020964,50.2,4
4,CF1,_SFS8AOcdEeet0YmmfbMwkw,Comment Item Filter,13.02411915,RestartComponent,13.02411915,50.2,4,4,CF1,_SFS8AOcdEeet0YmmfbMwkw,Comment Item Filter,13.02411915,RestartComponent,13.02411915,50.2,4
